model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize,km/L,km,km/LNorm,kmNorm,gastos-en-km/L,Transmision Automatica,Transmision Manual,Transmision Semi-Automatica
 Focus,2017,9995,Manual,30387,Petrol,150.0,60.1,1.0,25,48903.01458,0.2978196233894945,0.17105559433473688,Bajo,0,1,0
 Fiesta,2018,12495,Manual,16504,Petrol,145.0,62.8,1.0,26,26560.54736,0.311199207135778,0.09290491094548647,Bajo,0,1,0
 Fiesta,2015,8200,Manual,32423,Petrol,0.0,65.7,1.0,27,52179.63082,0.32556987115956393,0.18251671883092024,Bajo,0,1,0
 KA,2013,4500,Manual,33761,Petrol,30.0,57.7,1.2,24,54332.92774,0.2859266600594648,0.19004863659904075,Bajo,0,1,0
 Grand Tourneo Connect,2017,13200,Manual,39494,Diesel,30.0,64.2,1.5,27,63559.27396,0.31813676907829536,0.2223210465875571,Bajo,0,1,0
 KA,2013,3500,Manual,44846,Petrol,30.0,57.7,1.2,24,72172.46164,0.2859266600594648,0.2524487176600391,Bajo,0,1,0
 Tourneo Custom,2018,21995,Manual,14986,Diesel,145.0,30.1,2.0,12,24117.56924,0.1491575817641229,0.08435973069734976,Bajo,0,1,0
 Kuga,2014,10990,Semi-Auto,45136,Diesel,200.0,45.6,2.0,19,72639.17024,0.22596630327056494,0.2540811961000653,Bajo,0,0,1
 KA,2014,4750,Manual,46416,Petrol,30.0,57.7,1.2,24,74699.12544,0.2859266600594648,0.26128661818018056,Bajo,0,1,0
 Fiesta,2018,10495,Manual,25355,Petrol,145.0,56.5,1.0,24,40804.8157,0.27998017839444994,0.14272927878228367,Bajo,0,1,0
 Focus,2018,12495,Manual,13273,Petrol,145.0,57.7,1.0,24,21360.76982,0.2859266600594648,0.07471684942919547,Bajo,0,1,0
 Fiesta,2014,7995,Manual,14741,Petrol,0.0,65.7,1.0,27,23723.28094,0.32556987115956393,0.08298056787732769,Bajo,0,1,0
 C-MAX,2016,9495,Manual,9040,Petrol,160.0,44.1,1.6,18,14548.4336,0.21853320118929634,0.05088829344081421,Bajo,0,1,0
 Kuga,2019,17995,Manual,10701,Petrol,145.0,39.2,1.5,16,17221.54734,0.19425173439048565,0.060238454436963816,Bajo,0,1,0
 EcoSport,2017,8490,Manual,40206,Petrol,125.0,53.3,1.0,22,64705.12404,0.2641228939544103,0.22632906261962127,Bajo,0,1,0
 Focus,2017,11998,Semi-Auto,7084,Petrol,125.0,51.4,1.0,21,11400.56456,0.25470763131813673,0.03987750782463804,Bajo,0,0,1
 Fiesta,2017,11498,Manual,10415,Petrol,20.0,62.8,1.0,26,16761.2761,0.311199207135778,0.05862849294093805,Bajo,0,1,0
 Fiesta,2016,8998,Manual,8011,Petrol,125.0,54.3,1.2,23,12892.42274,0.2690782953419227,0.04509580959672153,Bajo,0,1,0
 Kuga,2017,16998,Manual,24947,Diesel,125.0,60.1,2.0,25,40148.20498,0.2978196233894945,0.1404325504942469,Bajo,0,1,0
 Focus,2017,10998,Manual,16276,Diesel,0.0,74.3,1.5,31,26193.61784,0.3681863230921705,0.09162144513746594,Bajo,0,1,0
 Focus,2017,11998,Manual,18123,Diesel,0.0,74.3,1.5,31,29166.06882,0.3681863230921705,0.10201864402963229,Bajo,0,1,0
 Kuga,2017,14998,Manual,12644,Diesel,30.0,64.2,1.5,27,20348.49496,0.31813676907829536,0.07117605998513882,Bajo,0,1,0
 Kuga,2017,11998,Manual,31308,Diesel,30.0,64.2,1.5,27,50385.21672,0.31813676907829536,0.17624012069081982,Bajo,0,1,0
 Fiesta,2019,13500,Manual,10,Petrol,145.0,48.7,1.1,20,16.0934,0.24132804757185333,5.6292360000900674e-05,Bajo,0,1,0
 Focus,2017,17200,Manual,23367,Diesel,145.0,67.3,2.0,28,37605.44778,0.33349851337958375,0.13153835761410462,Bajo,0,1,0
 B-MAX,2017,10700,Manual,22679,Petrol,145.0,55.4,1.0,23,36498.22186,0.2745292368681863,0.12766544324604262,Bajo,0,1,0
 Focus,2018,12600,Manual,13420,Petrol,145.0,60.1,1.0,25,21597.3428,0.2978196233894945,0.0755443471212087,Bajo,0,1,0
 Focus,2018,11900,Manual,17881,Petrol,145.0,60.1,1.0,25,28776.60854,0.2978196233894945,0.1006563689176105,Bajo,0,1,0
 S-MAX,2019,24000,Manual,5,Petrol,145.0,34.0,1.5,14,8.0467,0.16848364717542122,2.8146180000450337e-05,Bajo,0,1,0
 Fiesta,2017,8600,Manual,55535,Diesel,145.0,78.5,1.5,33,89374.6969,0.38899900891972244,0.31261962126500187,Bajo,0,1,0
 EcoSport,2015,7900,Manual,34975,Diesel,30.0,61.4,1.5,26,56286.6665,0.3042616451932606,0.1968825291031501,Bajo,0,1,0
 Fiesta,2019,13500,Manual,6,Petrol,145.0,48.7,1.1,20,9.65604,0.24132804757185333,3.3775416000540406e-05,Bajo,0,1,0
 Fiesta,2019,13500,Manual,6,Petrol,145.0,48.7,1.1,20,9.65604,0.24132804757185333,3.3775416000540406e-05,Bajo,0,1,0
 Focus,2018,12450,Manual,24533,Petrol,145.0,57.7,1.0,24,39481.93822,0.2859266600594648,0.1381020467902096,Bajo,0,1,0
 Kuga,2013,9999,Manual,55425,Diesel,200.0,47.9,2.0,20,89197.6695,0.2373637264618434,0.312000405304992,Bajo,0,1,0
 Fiesta,2015,9299,Semi-Auto,15718,Petrol,145.0,47.9,1.6,20,25295.60612,0.2373637264618434,0.08848033144941568,Bajo,0,0,1
 Kuga,2017,14999,Manual,23735,Diesel,145.0,64.2,1.5,27,38197.6849,0.31813676907829536,0.13360991646213774,Bajo,0,1,0
 B-MAX,2016,8999,Manual,14623,Petrol,30.0,57.7,1.0,24,23533.378819999998,0.2859266600594648,0.08231631802931705,Bajo,0,1,0
 Mondeo,2016,9199,Manual,49875,Diesel,0.0,78.5,1.5,33,80265.8325,0.38899900891972244,0.28075814550449213,Bajo,0,1,0
 Fiesta,2016,8999,Manual,21020,Petrol,0.0,65.7,1.0,27,33828.3268,0.32556987115956393,0.11832654072189323,Bajo,0,1,0
 Fiesta,2015,7799,Manual,29165,Petrol,0.0,65.7,1.0,27,46936.4011,0.32556987115956393,0.16417666794262684,Bajo,0,1,0
 Focus,2013,5399,Manual,53183,Petrol,20.0,58.9,1.0,25,85589.52922,0.2918731417244797,0.29937965819279005,Bajo,0,1,0
 Focus,2017,11999,Manual,16878,Petrol,150.0,60.1,1.0,25,27162.44052,0.2978196233894945,0.09501024520952016,Bajo,0,1,0
 Mondeo,2018,12999,Manual,37761,Diesel,145.0,78.5,1.5,33,60770.28774,0.38899900891972244,0.21256558059940103,Bajo,0,1,0
 Kuga,2017,14241,Manual,26134,Diesel,145.0,60.1,2.0,25,42058.49156,0.2978196233894945,0.14711445362635384,Bajo,0,1,0
 Focus,2017,11499,Manual,21063,Diesel,0.0,74.3,1.5,31,33897.52842,0.3681863230921705,0.1185685978698971,Bajo,0,1,0
 Fiesta,2015,7995,Manual,42798,Petrol,20.0,62.8,1.0,26,68876.53332,0.311199207135778,0.2409200423318547,Bajo,0,1,0
 Fiesta,2013,7700,Manual,27328,Diesel,0.0,76.4,1.5,32,43980.04352,0.37859266600594654,0.15383576141046135,Bajo,0,1,0
 EcoSport,2017,10600,Manual,11119,Petrol,150.0,52.3,1.0,22,17894.25146,0.2591674925668979,0.06259147508500146,Bajo,0,1,0
 Fiesta,2014,7100,Manual,34000,Diesel,0.0,85.6,1.6,36,54717.56,0.4241823587710604,0.1913940240030623,Mediano,0,1,0
 Focus,2015,8899,Manual,43055,Diesel,20.0,67.3,1.6,28,69290.1337,0.33349851337958375,0.24236675598387789,Bajo,0,1,0
 Focus,2013,6799,Manual,22608,Petrol,20.0,58.9,1.0,25,36383.95872,0.2918731417244797,0.12726576749003626,Bajo,0,1,0
 EcoSport,2018,12449,Manual,17342,Petrol,150.0,54.3,1.0,23,27909.17428,0.2690782953419227,0.09762221071356195,Bajo,0,1,0
 Kuga,2017,15500,Manual,23735,Diesel,150.0,64.2,1.5,27,38197.6849,0.31813676907829536,0.13360991646213774,Bajo,0,1,0
 Kuga,2018,16998,Manual,14148,Diesel,145.0,64.2,1.5,27,22768.94232,0.31813676907829536,0.07964243092927427,Bajo,0,1,0
 S-MAX,2017,14998,Manual,46362,Diesel,125.0,56.5,2.0,24,74612.22108,0.27998017839444994,0.2609826394361757,Bajo,0,1,0
 Grand Tourneo Connect,2017,12500,Manual,52175,Diesel,30.0,64.2,1.5,27,83967.3145,0.31813676907829536,0.2937053883046992,Bajo,0,1,0
 B-MAX,2016,9500,Manual,18755,Diesel,0.0,74.4,1.5,31,30183.1717,0.3686818632309217,0.1055763211816892,Bajo,0,1,0
 Fiesta,2015,7495,Manual,8800,Petrol,125.0,54.3,1.2,23,14162.192,0.2690782953419227,0.04953727680079259,Bajo,0,1,0
 Fiesta,2018,9998,Manual,17851,Petrol,145.0,64.2,1.1,27,28728.32834,0.31813676907829536,0.1004874918376078,Bajo,0,1,0
 Fiesta,2018,9998,Manual,14915,Petrol,145.0,64.2,1.1,27,24003.3061,0.31813676907829536,0.08396005494134336,Bajo,0,1,0
 S-MAX,2016,16698,Manual,29582,Diesel,125.0,56.5,2.0,24,47607.49588,0.27998017839444994,0.16652405935466438,Bajo,0,1,0
 Fiesta,2017,12298,Manual,9360,Petrol,0.0,65.7,1.0,27,15063.4224,0.32556987115956393,0.05268964896084303,Bajo,0,1,0
 Kuga,2017,15999,Manual,24000,Diesel,145.0,60.1,2.0,25,38624.159999999996,0.2978196233894945,0.13510166400216161,Bajo,0,1,0
 Fiesta,2019,13199,Manual,4500,Diesel,145.0,88.3,1.5,37,7242.03,0.43756194251734387,0.025331562000405303,Mediano,0,1,0
 Focus,2019,16499,Manual,10000,Petrol,145.0,58.9,1.0,25,16093.4,0.2918731417244797,0.056292360000900675,Bajo,0,1,0
 Fiesta,2017,10699,Automatic,16683,Petrol,145.0,57.7,1.0,24,26848.61922,0.2859266600594648,0.0939125441895026,Bajo,1,0,0
 Fiesta,2017,10999,Manual,17109,Petrol,145.0,65.7,1.0,27,27534.19806,0.32556987115956393,0.09631059872554096,Bajo,0,1,0
 Fiesta,2017,11999,Automatic,11724,Petrol,145.0,57.7,1.0,24,18867.90216,0.2859266600594648,0.06599716286505596,Bajo,1,0,0
 Fiesta,2017,11499,Automatic,15713,Petrol,145.0,57.7,1.0,24,25287.55942,0.2859266600594648,0.08845218526941523,Bajo,1,0,0
 Edge,2017,23499,Automatic,23318,Diesel,145.0,48.7,2.0,20,37526.59012,0.24132804757185333,0.1312625250501002,Bajo,1,0,0
 Focus,2018,15599,Manual,11736,Petrol,145.0,60.1,1.0,25,18887.21424,0.2978196233894945,0.06606471369705703,Bajo,0,1,0
 Focus,2018,15999,Manual,33210,Diesel,145.0,74.3,1.5,31,53446.1814,0.3681863230921705,0.18694692756299114,Bajo,0,1,0
 Focus,2015,9999,Manual,29391,Diesel,0.0,74.3,1.5,31,47300.11194,0.3681863230921705,0.16544887527864718,Bajo,0,1,0
 Kuga,2018,18999,Manual,10700,Diesel,145.0,64.2,1.5,27,17219.938,0.31813676907829536,0.060232825200963715,Bajo,0,1,0
 Fiesta,2016,8999,Manual,54927,Diesel,0.0,78.5,1.5,33,88396.21818,0.38899900891972244,0.3091970457769471,Bajo,0,1,0
 S-MAX,2017,16491,Manual,28744,Petrol,145.0,43.5,1.5,18,46258.86896,0.2155599603567889,0.1618067595865889,Bajo,0,1,0
 Fiesta,2017,10999,Manual,7873,Petrol,145.0,65.7,1.0,27,12670.33382,0.32556987115956393,0.0443189750287091,Bajo,0,1,0
 Fiesta,2017,10999,Automatic,27460,Petrol,145.0,57.7,1.0,24,44192.4764,0.2859266600594648,0.15457882056247324,Bajo,1,0,0
 Fiesta,2019,13999,Manual,13,Petrol,145.0,55.4,1.1,23,20.92142,0.2745292368681863,7.318006800117088e-05,Bajo,0,1,0
 Focus,2015,10499,Manual,30286,Petrol,125.0,51.4,1.5,21,48740.47124,0.25470763131813673,0.1704870414987278,Bajo,0,1,0
 Kuga,2014,9999,Manual,50999,Diesel,145.0,53.3,2.0,22,82074.73066,0.2641228939544103,0.28708540676859334,Bajo,0,1,0
 Fiesta,2018,10000,Manual,16850,Petrol,145.0,65.7,1.0,27,27117.379,0.32556987115956393,0.09485262660151764,Bajo,0,1,0
 Fiesta,2018,9700,Manual,26880,Petrol,145.0,58.9,1.0,25,43259.0592,0.2918731417244797,0.15131386368242103,Bajo,0,1,0
 Fiesta,2016,8600,Manual,16170,Petrol,0.0,65.7,1.0,27,26023.0278,0.32556987115956393,0.09102474612145639,Bajo,0,1,0
 Fiesta,2017,7600,Manual,14733,Petrol,145.0,54.3,1.2,23,23710.40622,0.2690782953419227,0.08293553398932696,Bajo,0,1,0
 Ka+,2017,7299,Manual,14401,Petrol,145.0,57.7,1.2,24,23176.10534,0.2859266600594648,0.08106662763729705,Bajo,0,1,0
 Fiesta,2018,10600,Manual,29720,Petrol,145.0,56.5,1.0,24,47829.5848,0.27998017839444994,0.1673008939226768,Bajo,0,1,0
 Fiesta,2018,10600,Manual,23880,Petrol,145.0,56.5,1.0,24,38431.0392,0.27998017839444994,0.1344261556821508,Bajo,0,1,0
 Focus,2018,13930,Manual,27740,Petrol,145.0,58.9,1.0,25,44643.0916,0.2918731417244797,0.15615500664249848,Bajo,0,1,0
 Fiesta,2018,9990,Manual,46240,Petrol,145.0,56.5,1.0,24,74415.8816,0.27998017839444994,0.2602958726441647,Bajo,0,1,0
 Focus,2014,5777,Manual,77000,Diesel,20.0,67.3,1.6,28,123919.18,0.33349851337958375,0.43345117200693517,Bajo,0,1,0
 Fiesta,2013,5495,Manual,40900,Petrol,30.0,54.3,1.2,23,65822.006,0.2690782953419227,0.23023575240368374,Bajo,0,1,0
 Fiesta,2016,8999,Manual,54927,Diesel,0.0,78.5,1.5,33,88396.21818,0.38899900891972244,0.3091970457769471,Bajo,0,1,0
 Focus,2017,12499,Automatic,31653,Diesel,145.0,74.3,1.5,31,50940.43902,0.3681863230921705,0.1781822071108509,Bajo,1,0,0
 S-MAX,2017,17999,Manual,20390,Petrol,145.0,43.5,1.5,18,32814.4426,0.2155599603567889,0.11478012204183648,Bajo,0,1,0
 Fiesta,2019,18499,Manual,6036,Petrol,145.0,40.3,1.5,17,9713.97624,0.19970267591674926,0.03397806849654365,Bajo,0,1,0
 Fiesta,2018,10698,Manual,18950,Petrol,145.0,65.7,1.0,27,30496.993,0.32556987115956393,0.10667402220170677,Bajo,0,1,0
 Fiesta,2016,10998,Manual,8505,Petrol,0.0,65.7,1.0,27,13687.4367,0.32556987115956393,0.047876652180766026,Bajo,0,1,0
 Focus,2018,14298,Manual,3037,Petrol,145.0,57.7,1.0,24,4887.56558,0.2859266600594648,0.017095989732273536,Bajo,0,1,0
 Tourneo Custom,2015,18498,Manual,13016,Diesel,235.0,42.2,2.2,17,20947.16944,0.2091179385530228,0.07327013577717233,Bajo,0,1,0
 EcoSport,2017,9498,Manual,11383,Petrol,150.0,44.8,1.5,19,18319.11722,0.222001982160555,0.06407759338902524,Bajo,0,1,0
 Kuga,2017,18998,Manual,15383,Diesel,145.0,60.1,2.0,25,24756.47722,0.2978196233894945,0.08659453738938551,Bajo,0,1,0
 Fiesta,2018,10198,Manual,17623,Petrol,145.0,64.2,1.1,27,28361.39882,0.31813676907829536,0.09920402602958725,Bajo,0,1,0
 Fiesta,2017,10298,Manual,27106,Petrol,0.0,65.7,1.0,27,43622.77004,0.32556987115956393,0.15258607101844138,Bajo,0,1,0
 Focus,2017,14998,Automatic,8543,Petrol,145.0,46.3,1.5,19,13748.59162,0.22943508424182357,0.048090563148769444,Bajo,1,0,0
 Fiesta,2017,9498,Manual,16919,Petrol,0.0,65.7,1.0,27,27228.423459999998,0.32556987115956393,0.09524104388552385,Bajo,0,1,0
 Fiesta,2018,11500,Manual,10820,Petrol,145.0,56.5,1.0,24,17413.0588,0.27998017839444994,0.06090833352097452,Bajo,0,1,0
 Fiesta,2018,12100,Manual,21300,Petrol,145.0,56.5,1.0,24,34278.942,0.27998017839444994,0.11990272680191845,Bajo,0,1,0
 Fiesta,2018,10600,Manual,23280,Petrol,145.0,56.5,1.0,24,37465.4352,0.27998017839444994,0.13104861408209678,Bajo,0,1,0
 Focus,2018,14870,Manual,14030,Petrol,145.0,58.9,1.0,25,22579.0402,0.2918731417244797,0.07897818108126364,Bajo,0,1,0
 Fiesta,2018,11500,Manual,14790,Petrol,145.0,56.5,1.0,24,23802.1386,0.27998017839444994,0.08325640044133209,Bajo,0,1,0
 Fiesta,2017,10190,Manual,14380,Petrol,0.0,65.7,1.0,27,23142.3092,0.32556987115956393,0.08094841368129517,Bajo,0,1,0
 Fiesta,2016,8800,Manual,14480,Petrol,0.0,65.7,1.0,27,23303.2432,0.32556987115956393,0.08151133728130418,Bajo,0,1,0
 C-MAX,2016,11430,Automatic,4520,Diesel,20.0,64.2,1.5,27,7274.2168,0.31813676907829536,0.025444146720407106,Bajo,1,0,0
 Focus,2019,16107,Automatic,2450,Petrol,145.0,51.4,1.0,21,3942.883,0.25470763131813673,0.013791628200220665,Bajo,1,0,0
 Focus,2017,9250,Manual,21910,Petrol,20.0,61.4,1.0,26,35260.6394,0.3042616451932606,0.12333656076197337,Bajo,0,1,0
 B-MAX,2017,9030,Manual,24000,Diesel,0.0,74.3,1.5,31,38624.159999999996,0.3681863230921705,0.13510166400216161,Bajo,0,1,0
 Fiesta,2017,9100,Manual,12388,Petrol,0.0,65.7,1.0,27,19936.50392,0.32556987115956393,0.06973497556911576,Bajo,0,1,0
 Focus,2018,12560,Manual,27647,Diesel,150.0,80.7,1.5,34,44493.42298,0.39990089197224976,0.15563148769449012,Mediano,0,1,0
 EcoSport,2015,8140,Manual,22000,Petrol,125.0,52.3,1.0,22,35405.48,0.2591674925668979,0.12384319200198149,Bajo,0,1,0
 Fiesta,2014,7140,Manual,32720,Petrol,0.0,65.7,1.0,27,52657.6048,0.32556987115956393,0.184188601922947,Bajo,0,1,0
 Fiesta,2017,8400,Manual,14710,Petrol,125.0,54.3,1.2,23,23673.3914,0.2690782953419227,0.08280606156132489,Bajo,0,1,0
 Fiesta,2017,9898,Manual,16973,Petrol,145.0,65.7,1.0,27,27315.32782,0.32556987115956393,0.09554502262952871,Bajo,0,1,0
 Fiesta,2013,6298,Manual,40803,Diesel,0.0,76.4,1.5,32,65665.90002,0.37859266600594654,0.22968971651167502,Bajo,0,1,0
 Focus,2017,11998,Manual,29826,Diesel,0.0,74.3,1.5,31,48000.17484,0.3681863230921705,0.16789759293868636,Bajo,0,1,0
 Kuga,2017,16998,Manual,17757,Diesel,145.0,64.2,1.5,27,28577.05038,0.31813676907829536,0.09995834365359933,Bajo,0,1,0
 Focus,2017,11298,Manual,22480,Diesel,0.0,74.3,1.5,31,36177.9632,0.3681863230921705,0.12654522528202472,Bajo,0,1,0
 Tourneo Custom,2016,16798,Manual,26807,Diesel,200.0,46.3,2.0,19,43141.57738,0.22943508424182357,0.15090292945441444,Bajo,0,1,0
 Fiesta,2016,9898,Manual,32334,Petrol,0.0,65.7,1.0,27,52036.39956,0.32556987115956393,0.18201571682691223,Bajo,0,1,0
 Focus,2017,12698,Automatic,6922,Petrol,150.0,46.3,1.5,19,11139.85148,0.22943508424182357,0.03896557159262345,Bajo,1,0,0
 Focus,2018,14798,Automatic,10311,Petrol,150.0,46.3,1.5,19,16593.904739999998,0.22943508424182357,0.05804305239692868,Bajo,1,0,0
 Fiesta,2019,12000,Manual,5212,Petrol,145.0,58.9,1.0,25,8387.88008,0.2918731417244797,0.029339578032469435,Bajo,0,1,0
 Ka+,2016,7500,Manual,19681,Petrol,30.0,57.7,1.2,24,31673.42054,0.2859266600594648,0.11078899371777262,Bajo,0,1,0
 EcoSport,2016,10000,Manual,21145,Petrol,125.0,52.3,1.0,22,34029.4943,0.2591674925668979,0.11903019522190447,Bajo,0,1,0
 Ka+,2018,10000,Manual,4610,Petrol,145.0,47.9,1.2,20,7419.0574,0.2373637264618434,0.02595077796041521,Bajo,0,1,0
 Fiesta,2017,9200,Manual,16136,Petrol,0.0,65.7,1.0,27,25968.31024,0.32556987115956393,0.09083335209745333,Bajo,0,1,0
 Fiesta,2018,12000,Manual,5099,Petrol,145.0,65.7,1.0,27,8206.02466,0.32556987115956393,0.02870347436445925,Bajo,0,1,0
 EcoSport,2019,17000,Manual,12000,Petrol,145.0,54.3,1.0,23,19312.079999999998,0.2690782953419227,0.06755083200108081,Bajo,0,1,0
 Fiesta,2018,12000,Manual,15313,Petrol,145.0,65.7,1.0,27,24643.82342,0.32556987115956393,0.0862004908693792,Bajo,0,1,0
 Fiesta,2014,8000,Manual,22990,Petrol,0.0,65.7,1.0,27,36998.7266,0.32556987115956393,0.12941613564207066,Bajo,0,1,0
 Fiesta,2017,8750,Manual,18573,Petrol,145.0,64.2,1.1,27,29890.271819999998,0.31813676907829536,0.10455180022967282,Bajo,0,1,0
 Fiesta,2015,9000,Manual,19816,Petrol,0.0,65.7,1.0,27,31890.68144,0.32556987115956393,0.11154894057778478,Bajo,0,1,0
 Focus,2018,13990,Manual,7570,Petrol,145.0,58.9,1.0,25,12182.7038,0.2918731417244797,0.04261331652068181,Bajo,0,1,0
 Fiesta,2016,9400,Manual,20770,Petrol,20.0,62.8,1.0,26,33425.9918,0.311199207135778,0.11691923172187071,Bajo,0,1,0
 Fiesta,2018,10390,Manual,30540,Petrol,145.0,56.5,1.0,24,49149.2436,0.27998017839444994,0.17191686744275067,Bajo,0,1,0
 Fiesta,2018,11200,Manual,19110,Petrol,145.0,56.5,1.0,24,30754.487399999998,0.27998017839444994,0.10757469996172118,Bajo,0,1,0
 Fiesta,2018,10600,Manual,23730,Petrol,145.0,56.5,1.0,24,38189.6382,0.27998017839444994,0.1335817702821373,Bajo,0,1,0
 Fiesta,2018,11200,Manual,18060,Petrol,145.0,56.5,1.0,24,29064.6804,0.27998017839444994,0.10166400216162662,Bajo,0,1,0
 Fiesta,2018,10780,Manual,30940,Petrol,145.0,56.5,1.0,24,49792.9796,0.27998017839444994,0.17416856184278667,Bajo,0,1,0
 Fiesta,2018,11600,Manual,8540,Petrol,145.0,56.5,1.0,24,13743.7636,0.27998017839444994,0.048073675440769174,Bajo,0,1,0
 Fiesta,2018,11560,Manual,12670,Petrol,145.0,56.5,1.0,24,20390.3378,0.27998017839444994,0.07132242012114116,Bajo,0,1,0
 Edge,2019,31600,Semi-Auto,1839,Diesel,145.0,37.2,2.0,15,2959.57626,0.18434093161546086,0.010352165004165633,Bajo,0,0,1
 Kuga,2018,18600,Manual,13032,Diesel,145.0,47.9,2.0,20,20972.91888,0.2373637264618434,0.07336020355317377,Bajo,0,1,0
 Fiesta,2018,15800,Manual,7773,Petrol,145.0,62.8,1.0,26,12509.39982,0.311199207135778,0.04375605142870009,Bajo,0,1,0
 Focus,2019,16500,Manual,2886,Petrol,145.0,60.1,1.0,25,4644.55524,0.2978196233894945,0.016245975096259933,Bajo,0,1,0
 EcoSport,2019,17400,Semi-Auto,5,Petrol,145.0,45.6,1.0,19,8.0467,0.22596630327056494,2.8146180000450337e-05,Bajo,0,0,1
 Focus,2018,20000,Manual,15448,Petrol,145.0,41.5,2.0,17,24861.084319999998,0.2056491575817641,0.08696043772939135,Bajo,0,1,0
 Focus,2017,13000,Manual,16838,Diesel,145.0,74.3,1.5,31,27098.06692,0.3681863230921705,0.09478507576951656,Bajo,0,1,0
 Ka+,2017,8100,Manual,9777,Petrol,145.0,57.7,1.2,24,15734.51718,0.2859266600594648,0.05503704037288059,Bajo,0,1,0
 EcoSport,2017,10000,Manual,15819,Diesel,145.0,64.2,1.5,27,25458.14946,0.31813676907829536,0.08904888428542478,Bajo,0,1,0
 Focus,2020,23500,Manual,50,Petrol,145.0,58.9,1.0,25,80.467,0.2918731417244797,0.0002814618000045034,Bajo,0,1,0
 Fiesta,2020,18000,Manual,25,Petrol,145.0,54.3,1.0,23,40.2335,0.2690782953419227,0.0001407309000022517,Bajo,0,1,0
 Mondeo,2019,20000,Manual,14,Diesel,145.0,65.7,2.0,27,22.53076,0.32556987115956393,7.880930400126094e-05,Bajo,0,1,0
 Mondeo,2019,20000,Manual,110,Diesel,145.0,65.7,2.0,27,177.0274,0.32556987115956393,0.0006192159600099074,Bajo,0,1,0
 Mondeo,2019,20000,Manual,23,Diesel,145.0,65.7,2.0,27,37.01482,0.32556987115956393,0.00012947242800207155,Bajo,0,1,0
 Fiesta,2019,13998,Manual,10292,Petrol,145.0,58.9,1.0,25,16563.32728,0.2918731417244797,0.057936096912926976,Bajo,0,1,0
 Fiesta,2017,8298,Manual,23041,Petrol,125.0,54.3,1.2,23,37080.80294,0.2690782953419227,0.12970322667807524,Bajo,0,1,0
 Kuga,2017,13698,Manual,35832,Diesel,125.0,60.1,2.0,25,57665.87088,0.2978196233894945,0.2017067843552273,Bajo,0,1,0
 Mondeo,2015,10998,Manual,41160,Diesel,20.0,68.9,2.0,29,66240.4344,0.34142715559960357,0.23169935376370718,Bajo,0,1,0
 EcoSport,2018,12998,Manual,2555,Petrol,150.0,53.3,1.0,22,4111.8637,0.2641228939544103,0.014382697980230123,Bajo,0,1,0
 S-MAX,2017,13498,Manual,60200,Diesel,150.0,56.5,2.0,24,96882.268,0.27998017839444994,0.33888000720542205,Bajo,0,1,0
 EcoSport,2020,16698,Manual,866,Petrol,145.0,53.3,1.0,22,1393.68844,0.2641228939544103,0.004874918376077998,Bajo,0,1,0
 Focus,2016,10498,Manual,16192,Diesel,0.0,74.3,1.5,31,26058.43328,0.3681863230921705,0.09114858931345837,Bajo,0,1,0
 Focus,2017,10498,Manual,25680,Petrol,150.0,60.1,1.0,25,41327.8512,0.2978196233894945,0.1445587804823129,Bajo,0,1,0
 Focus,2016,9040,Manual,43960,Diesel,0.0,74.3,1.5,31,70746.5864,0.3681863230921705,0.24746121456395936,Bajo,0,1,0
 Fiesta,2018,10100,Manual,25410,Petrol,145.0,56.5,1.0,24,40893.3294,0.27998017839444994,0.14303888676228863,Bajo,0,1,0
 Kuga,2017,16900,Manual,26480,Diesel,145.0,54.3,2.0,23,42615.3232,0.2690782953419227,0.14906216928238497,Bajo,0,1,0
 Focus,2018,11800,Manual,25299,Diesel,145.0,74.3,1.5,31,40714.69266,0.3681863230921705,0.14241404156627863,Bajo,0,1,0
 Fiesta,2019,17000,Semi-Auto,6720,Petrol,145.0,48.7,1.0,20,10814.7648,0.24132804757185333,0.03782846592060526,Bajo,0,0,1
 EcoSport,2014,7500,Manual,23000,Petrol,125.0,53.3,1.0,22,37014.82,0.2641228939544103,0.12947242800207154,Bajo,0,1,0
 Focus,2016,7798,Manual,63664,Diesel,0.0,74.3,1.5,31,102457.02176,0.3681863230921705,0.3583796807097341,Bajo,0,1,0
 Fiesta,2019,15200,Manual,11974,Petrol,145.0,60.1,1.0,25,19270.23716,0.2978196233894945,0.06740447186507847,Bajo,0,1,0
 EcoSport,2019,16000,Manual,769,Petrol,150.0,53.3,1.0,22,1237.58246,0.2641228939544103,0.004328882484069262,Bajo,0,1,0
 Focus,2017,12500,Manual,14673,Diesel,150.0,74.3,1.5,31,23613.84582,0.3681863230921705,0.08259777982932155,Bajo,0,1,0
 Ka+,2018,9000,Manual,22974,Petrol,150.0,48.7,1.2,20,36972.97716,0.24132804757185333,0.1293260678660692,Bajo,0,1,0
 Mondeo,2019,20000,Manual,33,Diesel,145.0,65.7,2.0,27,53.10822,0.32556987115956393,0.00018576478800297225,Bajo,0,1,0
 Fiesta,2018,13295,Manual,11097,Petrol,145.0,62.8,1.0,26,17858.84598,0.311199207135778,0.062467631892999476,Bajo,0,1,0
 Focus,2017,19995,Manual,11206,Petrol,145.0,41.5,2.0,17,18034.26404,0.2056491575817641,0.06308121861700929,Bajo,0,1,0
